longitude,latitude,distance,bathymetry
142.382222655,37.3372381883,120.229701792,-925.719785848
142.384838451,37.3372630457,120.461358092,-926.696818478
142.387454249,37.3372878455,120.693014392,-925.121164645
142.390070048,37.3373125877,120.924670692,-921.915763745
142.392685849,37.3373372723,121.156326991,-917.819090442
142.395301652,37.3373618993,121.38798329,-914.090991732
142.397917456,37.3373864687,121.619639588,-910.549435218
142.400533263,37.3374109805,121.851295886,-905.91200637
142.40314907,37.3374354347,122.082952183,-902.207218364
142.40576488,37.3374598314,122.31460848,-899.927021651
142.408380691,37.3374841705,122.546264777,-897.184511634
142.410996504,37.3375084519,122.777921073,-893.569501135
142.413612319,37.3375326758,123.009577369,-888.18163691
142.416228135,37.3375568421,123.241233664,-886.191139599
142.418843953,37.3375809508,123.472889959,-886.530304084
142.421459772,37.337605002,123.704546254,-885.7012151
142.424075594,37.3376289955,123.936202548,-888.138255082
142.426691416,37.3376529314,124.167858842,-893.408756922
142.429307241,37.3376768098,124.399515135,-888.13229076
142.431923067,37.3377006305,124.631171428,-876.069490682
142.434538895,37.3377243937,124.86282772,-857.981560774
142.437154724,37.3377480993,125.094484012,-852.711747503
142.439770556,37.3377717473,125.326140304,-863.83580866
142.442386388,37.3377953377,125.557796595,-902.710986122
142.445002223,37.3378188705,125.789452886,-941.284283323
142.447618059,37.3378423457,126.021109176,-973.636566418
142.450233896,37.3378657634,126.252765466,-992.952811241
142.452849735,37.3378891234,126.484421756,-1023.51829976
142.455465576,37.3379124259,126.716078045,-1082.53748551
142.458081419,37.3379356707,126.947734334,-1103.04992849
142.460697263,37.337958858,127.179390622,-1099.72521735
142.463313108,37.3379819877,127.41104691,-1094.11086644
142.465928956,37.3380050598,127.642703198,-1084.40242967
142.468544804,37.3380280743,127.874359485,-1072.05267734
142.471160655,37.3380510312,128.106015772,-1061.5650999
142.473776507,37.3380739305,128.337672058,-1054.05967853
142.47639236,37.3380967722,128.569328344,-1050.64128082
142.479008216,37.3381195564,128.800984629,-1050.7868442
142.481624072,37.3381422829,129.032640915,-1054.59510601
142.484239931,37.3381649519,129.264297199,-1061.55987057
142.48685579,37.3381875632,129.495953484,-1076.01525651
142.489471652,37.338210117,129.727609768,-1095.48664325
142.492087515,37.3382326132,129.959266051,-1107.30292066
142.494703379,37.3382550518,130.190922335,-1120.69025539
142.497319245,37.3382774328,130.422578617,-1138.88019237
142.499935113,37.3382997562,130.6542349,-1162.65215476
142.502550982,37.338322022,130.885891182,-1186.45960626
142.505166853,37.3383442302,131.117547463,-1204.37036385
142.507782725,37.3383663809,131.349203745,-1213.89649091
142.510398599,37.3383884739,131.580860026,-1216.36962352
142.513014474,37.3384105094,131.812516306,-1216.45831703
142.515630351,37.3384324872,132.044172586,-1213.77749388
142.518246229,37.3384544075,132.275828866,-1208.43112592
142.520862109,37.3384762702,132.507485145,-1199.19865067
142.52347799,37.3384980752,132.739141424,-1191.52958908
142.526093873,37.3385198227,132.970797703,-1190.66595717
142.528709757,37.3385415126,133.202453981,-1196.01264716
142.531325643,37.3385631449,133.434110259,-1208.82934078
142.533941531,37.3385847196,133.665766536,-1232.10546132
142.536557419,37.3386062368,133.897422813,-1266.43837543
142.53917331,37.3386276963,134.12907909,-1308.67174071
142.541789201,37.3386490982,134.360735366,-1322.41528893
142.544405095,37.3386704426,134.592391642,-1319.81986755
142.547020989,37.3386917293,134.824047918,-1306.16586997
142.549636886,37.3387129584,135.055704193,-1292.45306281
142.552252783,37.33873413,135.287360468,-1282.91972917
142.554868682,37.338755244,135.519016742,-1287.15403436
142.557484583,37.3387763004,135.750673016,-1296.84740652
142.560100485,37.3387972991,135.98232929,-1309.0098551
142.562716388,37.3388182403,136.213985563,-1312.07424731
142.565332293,37.3388391239,136.445641836,-1318.94574541
142.5679482,37.3388599499,136.677298109,-1337.76986604
142.570564107,37.3388807183,136.908954381,-1349.91880327
142.573180017,37.3389014291,137.140610653,-1360.12367855
142.575795927,37.3389220823,137.372266925,-1377.02689791
142.578411839,37.338942678,137.603923196,-1390.96910571
142.581027753,37.338963216,137.835579467,-1401.84830205
142.583643668,37.3389836964,138.067235737,-1418.12965321
142.586259584,37.3390041193,138.298892008,-1430.86536824
142.588875502,37.3390244845,138.530548277,-1435.52794083
142.591491421,37.3390447922,138.762204547,-1441.42464997
142.594107342,37.3390650422,138.993860816,-1450.3278487
142.596723263,37.3390852347,139.225517085,-1466.11239684
142.599339187,37.3391053696,139.457173353,-1483.28000844
142.601955112,37.3391254469,139.688829621,-1499.61302361
142.604571038,37.3391454665,139.920485889,-1507.06958496
142.607186965,37.3391654286,140.152142156,-1517.80309129
142.609802894,37.3391853331,140.383798423,-1536.41533648
142.612418824,37.33920518,140.615454689,-1544.07267102
142.615034756,37.3392249693,140.847110956,-1554.23395963
142.617650689,37.339244701,141.078767222,-1584.15745467
142.620266623,37.3392643751,141.310423487,-1603.58347707
142.622882559,37.3392839917,141.542079753,-1615.79724652
142.625498496,37.3393035506,141.773736017,-1640.78180019
142.628114434,37.3393230519,142.005392282,-1663.98323323
142.630730374,37.3393424956,142.237048546,-1681.8290712
142.633346315,37.3393618818,142.46870481,-1707.92093688
142.635962257,37.3393812103,142.700361074,-1731.28589964
142.638578201,37.3394004813,142.932017337,-1740.11317823
142.641194146,37.3394196946,143.1636736,-1762.14440468
142.643810093,37.3394388504,143.395329862,-1790.94415173
142.64642604,37.3394579485,143.626986125,-1804.50744191
142.649041989,37.3394769891,143.858642386,-1819.66285591
142.65165794,37.3394959721,144.090298648,-1839.66677814
142.654273891,37.3395148974,144.321954909,-1867.33953081
142.656889844,37.3395337652,144.55361117,-1858.24352716
142.659505799,37.3395525754,144.785267431,-1766.61942166
142.662121754,37.339571328,145.016923691,-1757.0771837
142.664737711,37.339590023,145.248579951,-1800.85052256
142.667353669,37.3396086604,145.48023621,-1835.46598694
142.669969629,37.3396272401,145.71189247,-1862.08655346
142.672585589,37.3396457623,145.943548729,-1879.83235423
142.675201551,37.3396642269,146.175204987,-1899.0602014
142.677817515,37.339682634,146.406861246,-1929.31985585
142.680433479,37.3397009834,146.638517503,-1979.70673808
142.683049445,37.3397192752,146.870173761,-2007.85127317
142.685665412,37.3397375094,147.101830018,-2022.0608958
142.68828138,37.339755686,147.333486275,-2035.75037726
142.69089735,37.339773805,147.565142532,-2046.9408796
142.693513321,37.3397918665,147.796798789,-2057.50421209
142.696129293,37.3398098703,148.028455045,-2076.16998437
142.698745266,37.3398278165,148.2601113,-2102.3818712
142.701361241,37.3398457051,148.491767556,-2136.79274957
142.703977216,37.3398635362,148.723423811,-2161.01923404
142.706593193,37.3398813096,148.955080066,-2177.88073276
142.709209172,37.3398990255,149.18673632,-2190.32590187
142.711825151,37.3399166837,149.418392575,-2196.27174727
142.714441132,37.3399342844,149.650048828,-2198.51875781
142.717057114,37.3399518274,149.881705082,-2212.10463736
142.719673097,37.3399693129,150.113361335,-2216.36220572
142.722289081,37.3399867407,150.345017588,-2204.99426531
142.724905066,37.340004111,150.576673841,-2297.24801431
142.727521053,37.3400214236,150.808330093,-2404.36230726
142.730137041,37.3400386787,151.039986346,-2419.39751059
142.73275303,37.3400558762,151.271642597,-2433.95199037
142.73536902,37.340073016,151.503298849,-2454.85201799
142.737985012,37.3400900983,151.7349551,-2483.50346531
142.740601004,37.340107123,151.966611351,-2507.96026504
142.743216998,37.34012409,152.198267601,-2524.18433852
142.745832993,37.3401409995,152.429923852,-2535.76826207
142.748448989,37.3401578514,152.661580102,-2547.18403398
142.751064987,37.3401746457,152.893236352,-2563.39856179
142.753680985,37.3401913823,153.124892601,-2581.25857983
142.756296985,37.3402080614,153.35654885,-2599.63504911
142.758912986,37.3402246829,153.588205099,-2614.78131948
142.761528987,37.3402412468,153.819861347,-2634.18795178
142.76414499,37.3402577531,154.051517596,-2659.69169275
142.766760995,37.3402742018,154.283173844,-2685.94593486
142.769377,37.3402905928,154.514830091,-2712.33360476
142.771993006,37.3403069263,154.746486339,-2736.74679886
142.774609014,37.3403232022,154.978142586,-2771.88113274
142.777225023,37.3403394205,155.209798833,-2812.52805814
142.779841033,37.3403555812,155.441455079,-2846.88956354
142.782457043,37.3403716843,155.673111326,-2874.48849838
142.785073056,37.3403877298,155.904767572,-2896.60089524
142.787689069,37.3404037177,156.136423817,-2926.40662817
142.790305083,37.340419648,156.368080063,-2960.63352406
142.792921098,37.3404355207,156.599736308,-2998.89489316
142.795537115,37.3404513358,156.831392553,-3033.27176253
142.798153132,37.3404670933,157.063048797,-3060.88927885
142.800769151,37.3404827932,157.294705042,-3075.13572953
142.803385171,37.3404984355,157.526361286,-3087.19369239
142.806001191,37.3405140202,157.75801753,-3098.01492029
142.808617213,37.3405295473,157.989673773,-3097.55189218
142.811233236,37.3405450168,158.221330016,-3108.20001517
142.81384926,37.3405604287,158.452986259,-3143.09875457
142.816465285,37.340575783,158.684642502,-3160.32542639
142.819081311,37.3405910797,158.916298744,-3173.44414813
142.821697339,37.3406063188,159.147954987,-3200.90885995
142.824313367,37.3406215003,159.379611229,-3230.82759832
142.826929396,37.3406366242,159.61126747,-3259.15462395
142.829545426,37.3406516905,159.842923712,-3269.9761162
142.832161458,37.3406666992,160.074579953,-3274.45648051
142.83477749,37.3406816503,160.306236194,-3276.91475417
142.837393523,37.3406965438,160.537892434,-3282.76633686
142.840009558,37.3407113797,160.769548675,-3295.20340797
142.842625593,37.340726158,161.001204915,-3319.39855906
142.84524163,37.3407408787,161.232861155,-3349.49533875
142.847857667,37.3407555418,161.464517394,-3383.78000583
142.850473706,37.3407701473,161.696173633,-3418.48705998
142.853089745,37.3407846952,161.927829872,-3451.86201997
142.855705786,37.3407991855,162.159486111,-3483.00025473
142.858321827,37.3408136182,162.39114235,-3515.12368771
142.86093787,37.3408279933,162.622798588,-3543.94876875
142.863553913,37.3408423108,162.854454826,-3565.44116222
142.866169958,37.3408565707,163.086111064,-3577.86582313
142.868786003,37.340870773,163.317767302,-3583.79931258
142.87140205,37.3408849177,163.549423539,-3590.29697123
142.874018097,37.3408990048,163.781079776,-3596.49376584
142.876634146,37.3409130343,164.012736013,-3602.67281388
142.879250195,37.3409270061,164.244392249,-3608.85683494
142.881866245,37.3409409204,164.476048486,-3621.05711635
142.884482297,37.3409547771,164.707704722,-3644.71381988
142.887098349,37.3409685762,164.939360958,-3677.69475426
142.889714402,37.3409823177,165.171017193,-3716.40959781
142.892330456,37.3409960016,165.402673429,-3755.3680545
142.894946511,37.3410096279,165.634329664,-3783.11605221
142.897562567,37.3410231966,165.865985899,-3797.70702237
142.900178624,37.3410367076,166.097642133,-3808.79163611
142.902794682,37.3410501611,166.329298368,-3818.95356337
142.905410741,37.341063557,166.560954602,-3830.88374195
142.908026801,37.3410768953,166.792610836,-3844.93682862
142.910642862,37.341090176,167.02426707,-3861.53304241
142.913258923,37.341103399,167.255923303,-3882.02520434
142.915874986,37.3411165645,167.487579537,-3902.42014373
142.918491049,37.3411296724,167.71923577,-3921.37193547
142.921107113,37.3411427226,167.950892002,-3934.96419096
142.923723178,37.3411557153,168.182548235,-3947.8120001
142.926339245,37.3411686504,168.414204467,-3962.209461
142.928955312,37.3411815278,168.6458607,-3986.24595126
142.931571379,37.3411943477,168.877516931,-4015.48016323
142.934187448,37.34120711,169.109173163,-4045.93877908
142.936803518,37.3412198146,169.340829395,-4062.49736044
142.939419588,37.3412324617,169.572485626,-4065.88366467
142.94203566,37.3412450511,169.804141857,-4067.80887395
142.944651732,37.341257583,170.035798088,-4075.2648234
142.947267805,37.3412700572,170.267454318,-4092.59096082
142.949883879,37.3412824739,170.499110549,-4112.48078729
142.952499954,37.3412948329,170.730766779,-4133.31143797
142.95511603,37.3413071344,170.962423009,-4152.26656043
142.957732106,37.3413193782,171.194079239,-4173.29614372
142.960348184,37.3413315645,171.425735468,-4195.49892683
142.962964262,37.3413436931,171.657391697,-4215.69811686
142.965580341,37.3413557641,171.889047927,-4229.76406546
142.968196421,37.3413677776,172.120704155,-4235.92299025
142.970812501,37.3413797334,172.352360384,-4236.48309145
142.973428583,37.3413916316,172.584016613,-4240.70909965
142.976044665,37.3414034722,172.815672841,-4260.95876716
142.978660748,37.3414152553,173.047329069,-4268.79707092
142.981276832,37.3414269807,173.278985297,-4266.48673259
142.983892917,37.3414386485,173.510641524,-4262.32065058
142.986509003,37.3414502587,173.742297752,-4265.63479025
142.989125089,37.3414618113,173.973953979,-4279.72300213
142.991741176,37.3414733063,174.205610206,-4299.19322074
142.994357264,37.3414847437,174.437266433,-4320.68377506
142.996973353,37.3414961235,174.66892266,-4340.79417623
142.999589443,37.3415074457,174.900578886,-4365.98543295
143.002205533,37.3415187103,175.132235112,-4387.82730627
143.004821624,37.3415299173,175.363891338,-4383.07649125
143.007437716,37.3415410667,175.595547564,-4379.2740182
143.010053809,37.3415521585,175.82720379,-4382.40605276
143.012669902,37.3415631926,176.058860015,-4391.45069863
143.015285996,37.3415741692,176.290516241,-4402.21552006
143.017902091,37.3415850882,176.522172466,-4411.88469969
143.020518187,37.3415959496,176.753828691,-4414.96793599
143.023134283,37.3416067533,176.985484916,-4414.73428421
143.025750381,37.3416174995,177.21714114,-4417.86165529
143.028366478,37.3416281881,177.448797364,-4418.61636227
143.030982577,37.341638819,177.680453589,-4416.94773186
143.033598676,37.3416493924,177.912109813,-4418.39203686
143.036214777,37.3416599081,178.143766036,-4419.98613302
143.038830877,37.3416703663,178.37542226,-4420.39180701
143.041446979,37.3416807668,178.607078483,-4418.82779714
143.044063081,37.3416911098,178.838734707,-4417.3869899
143.046679184,37.3417013951,179.07039093,-4419.92456754
143.049295288,37.3417116228,179.302047153,-4420.7632018
143.051911392,37.3417217929,179.533703375,-4419.512115
143.054527497,37.3417319055,179.765359598,-4417.36787261
143.057143603,37.3417419604,179.99701582,-4416.38205623
143.05975971,37.3417519577,180.228672042,-4417.69361265
143.062375817,37.3417618974,180.460328264,-4417.92942997
143.064991925,37.3417717795,180.691984486,-4417.50691339
143.067608033,37.341781604,180.923640708,-4416.84443754
143.070224143,37.3417913709,181.155296929,-4416.97991966
143.072840252,37.3418010802,181.386953151,-4413.76930016
143.075456363,37.3418107319,181.618609372,-4391.42226787
143.078072474,37.341820326,181.850265593,-4359.42688045
143.080688586,37.3418298625,182.081921814,-4321.85214208
143.083304699,37.3418393414,182.313578034,-4318.58127122
143.085920812,37.3418487626,182.545234255,-4334.1374936
143.088536926,37.3418581263,182.776890475,-4356.58704668
143.09115304,37.3418674324,183.008546695,-4373.71060197
143.093769155,37.3418766808,183.240202915,-4384.57982891
143.096385271,37.3418858717,183.471859135,-4387.84629807
143.099001388,37.341895005,183.703515355,-4392.59695392
143.101617505,37.3419040806,183.935171574,-4401.27998712
143.104233622,37.3419130986,184.166827794,-4408.14659866
143.106849741,37.3419220591,184.398484013,-4412.17430334
143.109465859,37.3419309619,184.630140232,-4411.55267716
143.112081979,37.3419398072,184.861796451,-4410.27456744
143.114698099,37.3419485948,185.09345267,-4412.02004717
143.11731422,37.3419573248,185.325108888,-4422.98147633
143.119930341,37.3419659972,185.556765107,-4453.15949178
143.122546463,37.341974612,185.788421325,-4500.50204162
143.125162586,37.3419831692,186.020077543,-4522.80490464
143.127778709,37.3419916688,186.251733761,-4531.93287515
143.130394832,37.3420001108,186.483389979,-4532.25132652
143.133010957,37.3420084952,186.715046197,-4530.59949936
143.135627081,37.342016822,186.946702414,-4529.04180023
143.138243207,37.3420250912,187.178358632,-4532.36681941
143.140859333,37.3420333028,187.410014849,-4533.33297224
143.143475459,37.3420414567,187.641671066,-4531.32707545
143.146091587,37.3420495531,187.873327283,-4531.0875059
143.148707714,37.3420575919,188.1049835,-4529.78802601
143.151323842,37.342065573,188.336639717,-4526.04649392
143.153939971,37.3420734966,188.568295933,-4519.68550493
143.156556101,37.3420813625,188.79995215,-4522.04477427
143.15917223,37.3420891709,189.031608366,-4557.77399493
143.161788361,37.3420969216,189.263264582,-4573.64777174
143.164404492,37.3421046147,189.494920798,-4566.34633151
143.167020623,37.3421122503,189.726577014,-4555.64596547
143.169636755,37.3421198282,189.95823323,-4540.30883427
143.172252888,37.3421273485,190.189889445,-4521.36819423
143.174869021,37.3421348112,190.421545661,-4508.60778112
143.177485154,37.3421422163,190.653201876,-4501.91808295
143.180101288,37.3421495638,190.884858091,-4500.47980019
143.182717423,37.3421568537,191.116514307,-4521.03768159
143.185333558,37.342164086,191.348170522,-4553.8391216
143.187949694,37.3421712607,191.579826736,-4553.90631647
143.19056583,37.3421783778,191.811482951,-4551.34661125
143.193181966,37.3421854372,192.043139166,-4556.97436539
143.195798103,37.3421924391,192.27479538,-4599.28955474
143.198414241,37.3421993834,192.506451595,-4641.61969167
143.201030379,37.34220627,192.738107809,-4643.0691741
143.203646517,37.3422130991,192.969764023,-4654.08441717
143.206262656,37.3422198705,193.201420237,-4673.30622093
143.208878795,37.3422265844,193.433076451,-4687.52926312
143.211494935,37.3422332406,193.664732665,-4702.36905815
143.214111076,37.3422398392,193.896388878,-4718.80712065
143.216727216,37.3422463803,194.128045092,-4732.68022526
143.219343358,37.3422528637,194.359701305,-4747.50928942
143.221959499,37.3422592895,194.591357519,-4766.51498375
143.224575641,37.3422656577,194.823013732,-4784.6129008
143.227191784,37.3422719683,195.054669945,-4801.71159754
143.229807927,37.3422782213,195.286326158,-4818.15197817
143.23242407,37.3422844167,195.517982371,-4832.68057856
143.235040214,37.3422905545,195.749638583,-4845.80156422
143.237656358,37.3422966346,195.981294796,-4864.70506702
143.240272503,37.3423026572,196.212951009,-4886.10744048
143.242888648,37.3423086222,196.444607221,-4908.43947164
143.245504794,37.3423145295,196.676263434,-4926.73671095
143.24812094,37.3423203793,196.907919646,-4942.75141671
143.250737086,37.3423261714,197.139575858,-4959.53759041
143.253353233,37.342331906,197.37123207,-4978.17524534
143.25596938,37.3423375829,197.602888282,-4999.20487898
143.258585527,37.3423432022,197.834544494,-5025.17140496
143.261201675,37.3423487639,198.066200706,-5048.42005468
143.263817823,37.3423542681,198.297856917,-5064.23419074
143.266433972,37.3423597146,198.529513129,-5078.26062364
143.269050121,37.3423651035,198.76116934,-5088.79809885
143.27166627,37.3423704348,198.992825552,-5092.58203648
143.27428242,37.3423757085,199.224481763,-5095.31997928
143.27689857,37.3423809246,199.456137974,-5098.37865251
143.279514721,37.342386083,199.687794185,-5103.18664209
143.282130871,37.3423911839,199.919450396,-5112.69132622
143.284747023,37.3423962272,200.151106607,-5128.69881202
143.287363174,37.3424012128,200.382762818,-5159.47852359
143.289979326,37.3424061409,200.614419029,-5202.32931411
143.292595478,37.3424110113,200.846075239,-5261.124951
143.295211631,37.3424158242,201.07773145,-5276.91489149
143.297827784,37.3424205794,201.30938766,-5259.51470954
143.300443937,37.342425277,201.541043871,-5270.39348953
143.30306009,37.3424299171,201.772700081,-5284.39192375
143.305676244,37.3424344995,202.004356291,-5295.59224913
143.308292398,37.3424390243,202.236012502,-5315.5109504
143.310908553,37.3424434915,202.467668712,-5337.54738602
143.313524707,37.3424479011,202.699324922,-5353.51727777
143.316140863,37.3424522531,202.930981132,-5385.34648035
143.318757018,37.3424565475,203.162637341,-5424.65508512
143.321373174,37.3424607842,203.394293551,-5437.08522855
143.32398933,37.3424649634,203.625949761,-5463.12463014
143.326605486,37.342469085,203.857605971,-5511.843001
143.329221642,37.3424731489,204.08926218,-5541.76625613
143.331837799,37.3424771553,204.32091839,-5573.51404431
143.334453956,37.342481104,204.552574599,-5624.51575832
143.337070114,37.3424849952,204.784230808,-5661.99686381
143.339686271,37.3424888287,205.015887018,-5694.42585309
143.342302429,37.3424926046,205.247543227,-5748.97111386
143.344918587,37.3424963229,205.479199436,-5791.01542918
143.347534746,37.3424999837,205.710855645,-5816.42955634
143.350150904,37.3425035868,205.942511854,-5861.77459247
143.352767063,37.3425071323,206.174168063,-5912.21496024
143.355383222,37.3425106202,206.405824272,-5959.69479897
143.357999382,37.3425140504,206.637480481,-6002.59259102
143.360615541,37.3425174231,206.86913669,-6043.8567163
143.363231701,37.3425207382,207.100792899,-6090.41093779
143.365847861,37.3425239957,207.332449107,-6133.22545341
143.368464021,37.3425271955,207.564105316,-6170.96911403
143.371080182,37.3425303378,207.795761524,-6206.68351478
143.373696343,37.3425334224,208.027417733,-6236.93518475
143.376312503,37.3425364495,208.259073941,-6259.75203409
143.378928665,37.3425394189,208.49073015,-6273.63630917
143.381544826,37.3425423307,208.722386358,-6281.88463095
143.384160987,37.3425451849,208.954042566,-6289.53752966
143.386777149,37.3425479815,209.185698775,-6295.759379
143.389393311,37.3425507205,209.417354983,-6301.23652333
143.392009473,37.3425534019,209.649011191,-6307.13613128
143.394625636,37.3425560257,209.880667399,-6321.08425637
143.397241798,37.3425585919,210.112323607,-6347.25846916
143.399857961,37.3425611005,210.343979815,-6381.33750315
143.402474123,37.3425635515,210.575636023,-6418.66800218
143.405090286,37.3425659448,210.807292231,-6455.04643128
143.40770645,37.3425682806,211.038948439,-6474.30366216
143.410322613,37.3425705587,211.270604647,-6476.11327066
143.412938776,37.3425727793,211.502260855,-6464.9227255
143.41555494,37.3425749422,211.733917063,-6449.20150051
143.418171104,37.3425770475,211.96557327,-6433.21117507
143.420787268,37.3425790953,212.197229478,-6421.61419056
143.423403432,37.3425810854,212.428885686,-6413.9681295
143.426019596,37.3425830179,212.660541893,-6410.77305294
143.42863576,37.3425848928,212.892198101,-6407.20177984
143.431251925,37.3425867101,213.123854309,-6403.97716841
143.433868089,37.3425884698,213.355510516,-6402.2963066
143.436484254,37.3425901719,213.587166724,-6412.2402122
143.439100419,37.3425918163,213.818822931,-6436.54933772
143.441716584,37.3425934032,214.050479139,-6463.96376404
143.444332749,37.3425949325,214.282135346,-6491.88383302
143.446948914,37.3425964041,214.513791553,-6516.5096615
143.449565079,37.3425978182,214.745447761,-6544.18204282
143.452181244,37.3425991746,214.977103968,-6573.75530208
143.45479741,37.3426004734,215.208760175,-6601.86191534
143.457413575,37.3426017146,215.440416383,-6629.8453494
143.460029741,37.3426028983,215.67207259,-6658.38101366
143.462645907,37.3426040243,215.903728797,-6692.11696545
143.465262072,37.3426050927,216.135385005,-6726.775667
143.467878238,37.3426061035,216.367041212,-6759.49828475
143.470494404,37.3426070567,216.598697419,-6790.77827837
143.47311057,37.3426079523,216.830353626,-6819.92019802
143.475726736,37.3426087902,217.062009833,-6846.16660675
143.478342902,37.3426095706,217.293666041,-6865.6576499
143.480959068,37.3426102934,217.525322248,-6879.05258312
143.483575234,37.3426109585,217.756978455,-6895.76194916
143.4861914,37.3426115661,217.988634662,-6914.40458147
143.488807567,37.342612116,218.220290869,-6935.030028
143.491423733,37.3426126083,218.451947076,-6954.48776977
143.494039899,37.3426130431,218.683603283,-6972.76637164
143.496656066,37.3426134202,218.91525949,-6989.42078198
143.499272232,37.3426137397,219.146915698,-7007.13557509
143.501888398,37.3426140016,219.378571905,-7024.98285924
143.504504565,37.3426142059,219.610228112,-7036.5594671
143.507120731,37.3426143526,219.841884319,-7043.63357034
143.509736898,37.3426144417,220.073540526,-7046.6363061
143.512353064,37.3426144732,220.305196733,-7049.12723962
143.51496923,37.342614447,220.53685294,-7051.18079428
143.517585397,37.3426143633,220.768509147,-7053.57721065
143.520201563,37.3426142219,221.000165354,-7051.03896331
143.52281773,37.342614023,221.231821561,-7048.06717226
143.525433896,37.3426137664,221.463477768,-7065.12479564
143.528050062,37.3426134523,221.695133975,-7088.3208568
143.530666229,37.3426130805,221.926790183,-7113.02381469
143.533282395,37.3426126511,222.15844639,-7139.25636071
143.535898561,37.3426121641,222.390102597,-7164.86782452
143.538514728,37.3426116195,222.621758804,-7188.09083597
143.541130894,37.3426110173,222.853415011,-7201.95907471
143.54374706,37.3426103575,223.085071218,-7206.51275772
143.546363226,37.3426096401,223.316727425,-7201.5441389
143.548979392,37.3426088651,223.548383632,-7198.05313709
143.551595558,37.3426080325,223.78003984,-7199.3499984
143.554211724,37.3426071422,224.011696047,-7194.80122227
143.55682789,37.3426061944,224.243352254,-7193.54255408
143.559444056,37.3426051889,224.475008461,-7202.68007286
143.562060222,37.3426041259,224.706664669,-7230.58300527
143.564676387,37.3426030052,224.938320876,-7269.04697045
143.567292553,37.342601827,225.169977083,-7299.57623177
143.569908718,37.3426005911,225.40163329,-7316.13200702
143.572524884,37.3425992976,225.633289498,-7317.55859473
143.575141049,37.3425979465,225.864945705,-7317.311679
143.577757214,37.3425965378,226.096601912,-7316.10388396
143.580373379,37.3425950715,226.32825812,-7315.77288113
143.582989544,37.3425935476,226.559914327,-7315.34258721
143.585605709,37.3425919661,226.791570535,-7314.60609677
143.588221874,37.3425903269,227.023226742,-7313.39789931
143.590838039,37.3425886302,227.25488295,-7310.30644875
143.593454203,37.3425868759,227.486539157,-7305.34564099
143.596070368,37.3425850639,227.718195365,-7300.10787068
143.598686532,37.3425831944,227.949851572,-7296.63946518
143.601302696,37.3425812672,228.18150778,-7296.41317678
143.60391886,37.3425792824,228.413163988,-7300.9734216
143.606535024,37.3425772401,228.644820195,-7307.48564264
143.609151188,37.3425751401,228.876476403,-7311.41853463
143.611767352,37.3425729825,229.108132611,-7314.11744623
143.614383515,37.3425707673,229.339788819,-7315.61938705
143.616999679,37.3425684945,229.571445027,-7315.90713721
143.619615842,37.3425661641,229.803101235,-7314.42244152
143.622232005,37.3425637761,230.034757442,-7310.86206323
143.624848168,37.3425613305,230.26641365,-7304.92902636
143.62746433,37.3425588272,230.498069858,-7298.18980749
143.630080493,37.3425562664,230.729726067,-7290.716695
143.632696655,37.3425536479,230.961382275,-7299.28466692
143.635312817,37.3425509719,231.193038483,-7321.39179828
143.637928979,37.3425482382,231.424694691,-7340.50933263
143.640545141,37.342545447,231.656350899,-7358.70991337
143.643161302,37.3425425981,231.888007108,-7375.44917378
143.645777464,37.3425396916,232.119663316,-7385.32707937
143.648393625,37.3425367275,232.351319524,-7393.25717742
143.651009786,37.3425337059,232.582975733,-7404.60795499
143.653625947,37.3425306266,232.814631941,-7414.47779758
143.656242107,37.3425274897,233.04628815,-7426.29018941
143.658858267,37.3425242951,233.277944358,-7451.04061827
143.661474428,37.342521043,233.509600567,-7486.16620954
143.664090587,37.3425177333,233.741256776,-7529.56467815
143.666706747,37.342514366,233.972912985,-7551.7509938
143.669322906,37.342510941,234.204569194,-7575.31500028
143.671939066,37.3425074585,234.436225402,-7619.6309047
143.674555225,37.3425039183,234.667881611,-7674.70341809
143.677171383,37.3425003206,234.89953782,-7727.87802723
143.679787542,37.3424966652,235.13119403,-7747.28083771
143.6824037,37.3424929522,235.362850239,-7754.73553413
143.685019858,37.3424891817,235.594506448,-7755.68647776
143.687636015,37.3424853535,235.826162657,-7757.70190314
143.690252173,37.3424814677,236.057818867,-7757.82235722
143.69286833,37.3424775243,236.289475076,-7754.5431647
143.695484487,37.3424735233,236.521131285,-7747.85618787
143.698100643,37.3424694647,236.752787495,-7745.45839742
143.700716799,37.3424653485,236.984443705,-7766.67045655
143.703332955,37.3424611746,237.216099914,-7781.69740425
143.705949111,37.3424569432,237.447756124,-7785.97629877
143.708565266,37.3424526542,237.679412334,-7788.58132131
143.711181422,37.3424483075,237.911068544,-7789.1012188
143.713797576,37.3424439033,238.142724754,-7787.90637645
143.716413731,37.3424394414,238.374380964,-7785.47201609
143.719029885,37.342434922,238.606037174,-7782.21317059
143.721646039,37.3424303449,238.837693384,-7779.0088052
143.724262192,37.3424257102,239.069349595,-7774.94062462
143.726878346,37.3424210179,239.301005805,-7769.12779931
143.729494499,37.3424162681,239.532662016,-7757.69813374
143.732110651,37.3424114606,239.764318226,-7742.71789203
143.734726803,37.3424065955,239.995974437,-7725.02771428
143.737342955,37.3424016728,240.227630648,-7712.92783559
143.739959107,37.3423966924,240.459286858,-7706.45913032
143.742575258,37.3423916545,240.690943069,-7709.35491959
